nombre,categoria,tipo,hp,debilidad,resistencia,ataque_1_nombre,ataque_1_dano,ataque_1_costo,ataque_1_efecto,ataque_2_nombre,ataque_2_dano,ataque_2_costo,ataque_2_efecto,imagen_small,imagen_large
Erika's Venusaur,Pokémon,Grass,90,Fire ×2,,Growth,,Grass,"Flip a coin. If heads, you may attach up to 2 Grass Energy cards from your hand to Erika's Venusaur.",Wide Solarbeam,20,"Grass, Grass, Grass, Grass","If your opponent has any Benched Pokémon, choose 2 of them (or 1 if he or she only has 1). This attack does 20 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokémon.)",https://images.pokemontcg.io/gym2/4.png,https://images.pokemontcg.io/gym2/4_hires.png
Erika's Victreebel,Pokémon,Grass,80,Fire ×2,,Razor Leaf,50,"Grass, Grass, Grass",,,,,,https://images.pokemontcg.io/gym1/26.png,https://images.pokemontcg.io/gym1/26_hires.png
Erika's Vileplume,Pokémon,Grass,80,Fire ×2,,Mega Drain,30,"Grass, Grass, Grass","If Erika's Vileplume does damage to the Defending Pokémon (after applying Weakness and Resistance), remove a number of damage counters from Erika's Vileplume equal to half the damage done to the Defending Pokémon (rounded up to the nearest 10). If Erika's Vileplume has fewer damage counters than that, remove all of them.",,,,,https://images.pokemontcg.io/gym1/5.png,https://images.pokemontcg.io/gym1/5_hires.png
Erika's Weepinbell,Pokémon,Grass,60,Fire ×2,,Drool,10,Grass,,Flytrap,20,"Grass, Grass","Before doing damage, choose 1 of your opponent's Benched Pokémon and switch it with his or her Active Pokémon. This attack can't be used if your opponent has no Benched Pokémon.",https://images.pokemontcg.io/gym1/48.png,https://images.pokemontcg.io/gym1/48_hires.png
Exeggcute,Pokémon,Grass,50,Fire ×2,,Hypnosis,,Psychic,The Defending Pokémon is now Asleep.,Leech Seed,20,"Grass, Grass","Unless all damage from this attack is prevented, you may remove 1 damage counter from Exeggcute.",https://images.pokemontcg.io/base2/52.png,https://images.pokemontcg.io/base2/52_hires.png
Exeggutor,Pokémon,Grass,80,Fire ×2,,Teleport,,Psychic,Switch Exeggutor with 1 of your Benched Pokémon.,Big Eggsplosion,20×,Colorless,Flip a number of coins equal to the number of Energy attached to Exeggutor. This attack does 20 damage times the number of heads.,https://images.pokemontcg.io/base2/35.png,https://images.pokemontcg.io/base2/35_hires.png
Farfetch'd,Pokémon,Colorless,50,Lightning ×2,Fighting -30,Leek Slap,30,Colorless,"Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Farfetch'd stays in play (even putting Farfetch'd on the Bench won't let you use it again).",Pot Smash,30,"Colorless, Colorless, Colorless",,https://images.pokemontcg.io/base1/27.png,https://images.pokemontcg.io/base1/27_hires.png
Fearow,Pokémon,Colorless,70,Lightning ×2,Fighting -30,Agility,20,"Colorless, Colorless, Colorless","Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Fearow.",Drill Peck,40,"Colorless, Colorless, Colorless, Colorless",,https://images.pokemontcg.io/base2/36.png,https://images.pokemontcg.io/base2/36_hires.png
Flareon,Pokémon,Fire,70,Water ×2,,Quick Attack,10+,"Colorless, Colorless","Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",Flamethrower,60,"Fire, Fire, Colorless, Colorless",Discard 1 Fire Energy card attached to Flareon in order to use this attack.,https://images.pokemontcg.io/base2/3.png,https://images.pokemontcg.io/base2/3_hires.png
Gastly,Pokémon,Psychic,30,,Fighting -30,Sleeping Gas,,Psychic,"Flip a coin. If heads, the Defending Pokémon is now Asleep.",Destiny Bond,,"Psychic, Colorless","Discard 1 Psychic Energy card attached to Gastly in order to use this attack. If a Pokémon Knocks Out Gastly during your opponent's next turn, Knock Out that Pokémon.",https://images.pokemontcg.io/base1/50.png,https://images.pokemontcg.io/base1/50_hires.png
Gengar,Pokémon,Psychic,80,,Fighting -30,Dark Mind,30,"Psychic, Psychic, Psychic","If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",,,,,https://images.pokemontcg.io/base3/5.png,https://images.pokemontcg.io/base3/5_hires.png
Geodude,Pokémon,Fighting,50,Grass ×2,,Stone Barrage,10×,"Fighting, Colorless",Flip a coin until you get tails. This attack does 10 damage times the number of heads.,,,,,https://images.pokemontcg.io/base3/47.png,https://images.pokemontcg.io/base3/47_hires.png
Giovanni's Gyarados,Pokémon,Water,90,Grass ×2,Fighting -30,Summon Storm,,Water,"Flip 2 coins. If both of them are heads, this attack does 20 damage to each other Pokémon (even your own). Don't apply Weakness and Resistance for this attack.",Dragon Tornado,40,"Water, Water, Colorless, Colorless","Unless this attack Knocks Out the Defending Pokémon, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon.",https://images.pokemontcg.io/gym2/5.png,https://images.pokemontcg.io/gym2/5_hires.png
Giovanni's Machamp,Pokémon,Fighting,100,Psychic ×2,,Hurricane Punch,30×,"Fighting, Fighting, Fighting, Colorless",Flip 4 coins. This attack does 30 damage times the number of heads.,,,,,https://images.pokemontcg.io/gym2/6.png,https://images.pokemontcg.io/gym2/6_hires.png
Giovanni's Machoke,Pokémon,Fighting,80,Psychic ×2,,Risky Attack,60,Fighting,"Flip a coin. If tails, this attack does no damage to the Defending Pokémon and Giovanni's Machoke does 100 damage to itself.",Headlock,20+,"Fighting, Fighting, Colorless","Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokémon is now Paralyzed. If tails, this attack does 20 damage.",https://images.pokemontcg.io/gym2/42.png,https://images.pokemontcg.io/gym2/42_hires.png
Giovanni's Machop,Pokémon,Fighting,50,Psychic ×2,,Chop,10,Colorless,,Fury Punch,20×,"Fighting, Fighting","Flip a coin. If heads, this attack does 20 damage times the number of damage counters on Giovanni's Machop.",https://images.pokemontcg.io/gym2/72.png,https://images.pokemontcg.io/gym2/72_hires.png
Giovanni's Magikarp,Pokémon,Water,30,Lightning ×2,,Ancestral Memory,40,Water,"Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Giovanni's Magikarp stays in play (even putting Giovanni's Magikarp on the Bench won't let you use it again).",Flail Around,10×,"Water, Colorless",Flip 3 coins. This attack does 10 damage times the number of heads.,https://images.pokemontcg.io/gym2/73.png,https://images.pokemontcg.io/gym2/73_hires.png
Giovanni's Meowth,Pokémon,Colorless,40,Fighting ×2,Psychic -30,False Charity,,Colorless,"Flip a coin. If heads, look at the top card of your opponent's deck. If it's a Trainer card, put it in your opponent's discard pile; otherwise, put it into his or her hand.",Double Scratch,20×,"Colorless, Colorless",Flip 2 coins. This attack does 20 damage times the number of heads.,https://images.pokemontcg.io/gym2/43.png,https://images.pokemontcg.io/gym2/43_hires.png
Giovanni's Nidoking,Pokémon,Grass,120,Psychic ×2,,Intimidate,,Grass,"If the Defending Pokémon's maximum HP is 50 or less, it can't attack Giovanni's Nidoking during your opponent's next turn. (Benching or evolving either Pokémon ends this effect.)",Tumbling Attack,40+,"Grass, Grass, Grass, Colorless","Flip a coin. If heads, this attack does 40 damage plus 30 more damage; if tails, this attack does 40 damage.",https://images.pokemontcg.io/gym2/7.png,https://images.pokemontcg.io/gym2/7_hires.png
Giovanni's Nidoqueen,Pokémon,Grass,100,Psychic ×2,,Mega Kick,40,"Grass, Grass, Colorless",,Love Lariat,50+,"Grass, Grass, Colorless, Colorless","Flip a coin. If heads, this attack does 50 damage plus 50 more damage if you have at least 1 Giovanni's Nidoking on your Bench. If tails, this attack does nothing.",https://images.pokemontcg.io/gym2/23.png,https://images.pokemontcg.io/gym2/23_hires.png
Giovanni's Nidoran ♀,Pokémon,Grass,50,Psychic ×2,,Horn Thrust,20,Grass,"Flip a coin. If tails, this attack does nothing.",Double-edge,30,"Colorless, Colorless",Giovanni's Nidoran ♀ does 20 damage to itself.,https://images.pokemontcg.io/gym2/75.png,https://images.pokemontcg.io/gym2/75_hires.png
Giovanni's Nidoran ♂,Pokémon,Grass,40,Psychic ×2,,Double Kick,10×,Colorless,Flip 2 coins. This attack does 10 damage times the number of heads.,Retaliation,30,Grass,You can't use this attack unless Giovanni's Nidoran ♂ has 2 or more damage counters on it.,https://images.pokemontcg.io/gym2/76.png,https://images.pokemontcg.io/gym2/76_hires.png
Giovanni's Nidorina,Pokémon,Grass,80,Psychic ×2,,Poison Sting Tackle,30,"Grass, Colorless","Giovanni's Nidorina does 20 damage to itself. Flip a coin. If heads, the Defending Pokémon is now Poisoned.",Body Slam,20,"Grass, Colorless, Colorless","Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",https://images.pokemontcg.io/gym2/44.png,https://images.pokemontcg.io/gym2/44_hires.png
Giovanni's Nidorino,Pokémon,Grass,70,Psychic ×2,,Rend,20+,"Grass, Colorless, Colorless","If the Defending Pokémon already has any damage counters on it, this attack does 20 damage plus 20 more damage. If not, this attack does 20 damage.",,,,,https://images.pokemontcg.io/gym2/45.png,https://images.pokemontcg.io/gym2/45_hires.png
Giovanni's Persian,Pokémon,Colorless,60,Fighting ×2,Psychic -30,Ambush,20+,"Colorless, Colorless, Colorless","Flip a coin. If heads, this attack does 20 damage plus 20 more damage; if tails, this attack does 20 damage.",,,,,https://images.pokemontcg.io/gym2/8.png,https://images.pokemontcg.io/gym2/8_hires.png
Giovanni's Pinsir,Pokémon,Grass,70,Fire ×2,,Snapping Pincers,10+,"Grass, Colorless","Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.",Overhead Toss,40,"Grass, Colorless, Colorless","If you have any Benched Pokémon, flip a coin. If tails, choose 1 of your Benched Pokémon. This attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",https://images.pokemontcg.io/gym2/24.png,https://images.pokemontcg.io/gym2/24_hires.png
Gloom,Pokémon,Grass,60,Fire ×2,,Poisonpowder,,Grass,The Defending Pokémon is now Poisoned.,Foul Odor,20,"Grass, Grass",Both the Defending Pokémon and Gloom are now Confused (after doing damage).,https://images.pokemontcg.io/base2/37.png,https://images.pokemontcg.io/base2/37_hires.png
Golbat,Pokémon,Grass,60,Psychic ×2,Fighting -30,Wing Attack,30,"Colorless, Colorless, Colorless",,Leech Life,20,"Grass, Grass, Colorless","Remove a number of damage counters from Golbat equal to the damage done to the Defending Pokémon (after applying Weakness and Resistance). If Golbat has fewer damage counters than that, remove all of them.",https://images.pokemontcg.io/base3/34.png,https://images.pokemontcg.io/base3/34_hires.png
Goldeen,Pokémon,Water,40,Lightning ×2,,Horn Attack,10,Water,,,,,,https://images.pokemontcg.io/base2/53.png,https://images.pokemontcg.io/base2/53_hires.png
Golduck,Pokémon,Water,70,Lightning ×2,,Psyshock,10,Psychic,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",Hyper Beam,20,"Water, Water, Colorless","If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.",https://images.pokemontcg.io/base3/35.png,https://images.pokemontcg.io/base3/35_hires.png
Golem,Pokémon,Fighting,80,Grass ×2,,Avalanche,60,"Fighting, Fighting, Fighting, Colorless",,Selfdestruct,100,"Fighting, Fighting, Fighting, Fighting",Does 20 damage to each Pokémon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.) Golem does 100 damage to itself.,https://images.pokemontcg.io/base3/36.png,https://images.pokemontcg.io/base3/36_hires.png
Graveler,Pokémon,Fighting,60,Grass ×2,,Harden,,"Fighting, Fighting","During your opponent's next turn, whenever 30 or less damage is done to Graveler (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.)",Rock Throw,40,"Fighting, Fighting, Colorless",,https://images.pokemontcg.io/base3/37.png,https://images.pokemontcg.io/base3/37_hires.png
Grimer,Pokémon,Grass,50,Psychic ×2,,Nasty Goo,10,Colorless,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",Minimize,,Grass,All damage done by attacks to Grimer during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).,https://images.pokemontcg.io/base3/48.png,https://images.pokemontcg.io/base3/48_hires.png
Growlithe,Pokémon,Fire,60,Water ×2,,Flare,20,"Fire, Colorless",,,,,,https://images.pokemontcg.io/base1/28.png,https://images.pokemontcg.io/base1/28_hires.png
Gyarados,Pokémon,Water,100,Grass ×2,Fighting -30,Dragon Rage,50,"Water, Water, Water",,Bubblebeam,40,"Water, Water, Water, Water","Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",https://images.pokemontcg.io/base1/6.png,https://images.pokemontcg.io/base1/6_hires.png
Haunter,Pokémon,Psychic,60,,Fighting -30,Hypnosis,,Psychic,The Defending Pokémon is now Asleep.,Dream Eater,50,"Psychic, Psychic",You can't use this attack unless the Defending Pokémon is Asleep.,https://images.pokemontcg.io/base1/29.png,https://images.pokemontcg.io/base1/29_hires.png
Hitmonchan,Pokémon,Fighting,70,Psychic ×2,,Jab,20,Fighting,,Special Punch,40,"Fighting, Fighting, Colorless",,https://images.pokemontcg.io/base1/7.png,https://images.pokemontcg.io/base1/7_hires.png
Hitmonlee,Pokémon,Fighting,60,Psychic ×2,,Stretch Kick,,"Fighting, Fighting","If your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",High Jump Kick,50,"Fighting, Fighting, Fighting",,https://images.pokemontcg.io/base3/7.png,https://images.pokemontcg.io/base3/7_hires.png
Horsea,Pokémon,Water,40,Lightning ×2,,Smokescreen,10,Water,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",,,,,https://images.pokemontcg.io/base3/49.png,https://images.pokemontcg.io/base3/49_hires.png
Hypno,Pokémon,Psychic,90,Psychic ×2,,Prophecy,,Psychic,Look at up to 3 cards from the top of either player's deck and rearrange them as you like.,Dark Mind,30,"Psychic, Psychic, Psychic","If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",https://images.pokemontcg.io/base3/8.png,https://images.pokemontcg.io/base3/8_hires.png
Ivysaur,Pokémon,Grass,60,Fire ×2,,Vine Whip,30,"Grass, Colorless, Colorless",,Poisonpowder,20,"Grass, Grass, Grass",The Defending Pokémon is now Poisoned.,https://images.pokemontcg.io/base1/30.png,https://images.pokemontcg.io/base1/30_hires.png
Jigglypuff,Pokémon,Colorless,60,Fighting ×2,Psychic -30,Lullaby,,Colorless,The Defending Pokémon is now Asleep.,Pound,20,"Colorless, Colorless",,https://images.pokemontcg.io/base2/54.png,https://images.pokemontcg.io/base2/54_hires.png
Jolteon,Pokémon,Lightning,70,Fighting ×2,,Quick Attack,10+,"Colorless, Colorless","Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",Pin Missile,20×,"Lightning, Lightning, Colorless",Flip 4 coins. This attack does 20 damage times the number of heads.,https://images.pokemontcg.io/base2/4.png,https://images.pokemontcg.io/base2/4_hires.png
Jynx,Pokémon,Psychic,70,Psychic ×2,,Doubleslap,10×,Psychic,Flip 2 coins. This attack does 10 damage times the number of heads.,Meditate,20+,"Psychic, Psychic, Colorless",Does 20 damage plus 10 more damage for each damage counter on the Defending Pokémon.,https://images.pokemontcg.io/base1/31.png,https://images.pokemontcg.io/base1/31_hires.png
Kabuto,Pokémon,Fighting,30,Grass ×2,,Scratch,10,Colorless,,,,,,https://images.pokemontcg.io/base3/50.png,https://images.pokemontcg.io/base3/50_hires.png
Kabutops,Pokémon,Fighting,60,Grass ×2,,Sharp Sickle,30,"Fighting, Fighting",,Absorb,40,"Fighting, Fighting, Fighting, Fighting","Remove a number of damage counters from Kabutops equal to half the damage done to the Defending Pokémon (after applying Weakness and Resistance) (rounded up to the nearest 10). If Kabutops has fewer damage counters than that, remove all of them.",https://images.pokemontcg.io/base3/9.png,https://images.pokemontcg.io/base3/9_hires.png
Kadabra,Pokémon,Psychic,60,Psychic ×2,,Recover,,"Psychic, Psychic",Discard 1 Psychic Energy card attached to Kadabra in order to use this attack. Remove all damage counters from Kadabra.,Super Psy,50,"Psychic, Psychic, Colorless",,https://images.pokemontcg.io/base1/32.png,https://images.pokemontcg.io/base1/32_hires.png
Kakuna,Pokémon,Grass,80,Fire ×2,,Stiffen,,"Colorless, Colorless","Flip a coin. If heads, prevent all damage done to Kakuna during your opponent's next turn. (Any other effects of attacks still happen.)",Poisonpowder,20,"Grass, Grass","Flip a coin. If heads, the Defending Pokémon is now Poisoned.",https://images.pokemontcg.io/base1/33.png,https://images.pokemontcg.io/base1/33_hires.png
Kangaskhan,Pokémon,Colorless,90,Fighting ×2,Psychic -30,Fetch,,Colorless,Draw a card.,Comet Punch,20×,"Colorless, Colorless, Colorless, Colorless",Flip 4 coins. This attack does 20 damage times the number of heads.,https://images.pokemontcg.io/base2/5.png,https://images.pokemontcg.io/base2/5_hires.png
Kingler,Pokémon,Water,60,Lightning ×2,,Flail,10×,Water,Does 10 damage times the number of damage counters on Kingler.,Crabhammer,40,"Water, Water, Colorless",,https://images.pokemontcg.io/base3/38.png,https://images.pokemontcg.io/base3/38_hires.png
Koffing,Pokémon,Grass,50,Psychic ×2,,Foul Gas,10,"Grass, Grass","Flip a coin. If heads, the Defending Pokémon is now Poisoned; if tails, it is now Confused.",,,,,https://images.pokemontcg.io/base1/51.png,https://images.pokemontcg.io/base1/51_hires.png
Koga's Arbok,Pokémon,Grass,90,Psychic ×2,,Poison Buildup,,Grass,Koga's Arbok is now Poisoned.,Poison Power,20,"Grass, Grass","If Koga's Arbok is Poisoned, this attack's base damage is 40 instead of 20 and the Defending Pokémon is now Poisoned.",https://images.pokemontcg.io/gym2/25.png,https://images.pokemontcg.io/gym2/25_hires.png
Koga's Beedrill,Pokémon,Grass,80,Fire ×2,Fighting -30,Nerve Poison,20,"Grass, Grass","Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.",Hyper Needle,70,"Colorless, Colorless, Colorless","Flip a coin. If tails, this attack does nothing. Either way, you can't use this attack again as long as Koga's Beedrill stays in play (even putting Koga's Beedrill on the Bench won't let you use it again).",https://images.pokemontcg.io/gym2/9.png,https://images.pokemontcg.io/gym2/9_hires.png
Koga's Ditto,Pokémon,Colorless,40,Fighting ×2,Psychic -30,Giant Growth,,Colorless,"Flip a coin. If heads, Koga's Ditto's maximum HP is now 80 and Koga's Ditto's Pound attack's base damage is 30 instead of 10. (Benching Koga's Ditto ends this effect.)",Pound,10,Colorless,,https://images.pokemontcg.io/gym2/10.png,https://images.pokemontcg.io/gym2/10_hires.png
Koga's Ekans,Pokémon,Grass,50,Psychic ×2,,Fast-Acting Poison,10,Grass,"Flip 2 coins. If both are heads, the Defending Pokémon is now Confused and Poisoned.",,,,,https://images.pokemontcg.io/gym2/77.png,https://images.pokemontcg.io/gym2/77_hires.png
Koga's Golbat,Pokémon,Grass,60,Psychic ×2,Fighting -30,Bite,20,"Colorless, Colorless",,Sonic Scream,30,"Grass, Grass, Grass","Flip a coin. If heads, the Defending Pokémon is now Confused.",https://images.pokemontcg.io/gym2/46.png,https://images.pokemontcg.io/gym2/46_hires.png
Koga's Grimer,Pokémon,Grass,50,Psychic ×2,,Sludge Grip,,Grass,"If your opponent has any Benched Pokémon, flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch it with the Defending Pokémon. The new Defending Pokémon is now Poisoned.",Sludge Toss,20,"Grass, Colorless",,https://images.pokemontcg.io/gym2/78.png,https://images.pokemontcg.io/gym2/78_hires.png
Koga's Kakuna,Pokémon,Grass,60,Fire ×2,,Toxic Secretion,,Grass,"Flip a coin. If heads, the Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned).",,,,,https://images.pokemontcg.io/gym2/47.png,https://images.pokemontcg.io/gym2/47_hires.png
Koga's Koffing,Pokémon,Grass,50,Psychic ×2,,Smokescreen,10,Grass,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",Obscuring Gas,30,"Grass, Colorless","Flip a coin. If heads, shuffle Koga's Koffing and all cards attached to it into your deck (after doing damage).",https://images.pokemontcg.io/gym2/48.png,https://images.pokemontcg.io/gym2/48_hires.png
Koga's Muk,Pokémon,Grass,80,Psychic ×2,,Sludge Whirlpool,40,"Grass, Grass, Colorless",,,,,,https://images.pokemontcg.io/gym2/26.png,https://images.pokemontcg.io/gym2/26_hires.png
Koga's Pidgeotto,Pokémon,Colorless,60,Lightning ×2,Fighting -30,Quick Turn,30×,"Colorless, Colorless, Colorless",Flip 2 coins. This attack does 30 damage times the number of heads.,Aerial Maneuvers,10+,"Colorless, Colorless, Colorless, Colorless","Flip a coin. If heads, this attack does 10 damage plus 30 more damage, and, during your opponent's next turn, prevent all effects of attacks, including damage, done to Koga's Pidgeotto. If tails, this attack does 10 damage.",https://images.pokemontcg.io/gym2/27.png,https://images.pokemontcg.io/gym2/27_hires.png
Koga's Pidgey,Pokémon,Colorless,40,Lightning ×2,Fighting -30,Messenger,,Colorless,"Put Koga's Pidgey and all cards attached to it on top of your deck. Then search your deck for any Basic Pokémon or Evolution card not named Koga's Pidgey. Show that card to your opponent, then put it into your hand. Shuffle your deck afterward.",Wing Attack,20,"Colorless, Colorless",,https://images.pokemontcg.io/gym2/49.png,https://images.pokemontcg.io/gym2/49_hires.png
Koga's Tangela,Pokémon,Grass,50,Fire ×2,,Sleep Powder,10,Grass,The Defending Pokémon is now Asleep.,Grasping Vine,,"Grass, Colorless","Flip a coin. If heads, draw 2 cards.",https://images.pokemontcg.io/gym2/81.png,https://images.pokemontcg.io/gym2/81_hires.png
Koga's Weedle,Pokémon,Grass,40,Fire ×2,,Sting,10,Colorless,,Sharp Stinger,10,"Grass, Colorless","Flip a coin. If heads, the Defending Pokémon is now Poisoned; if tails, the Defending Pokémon is now Paralyzed.",https://images.pokemontcg.io/gym2/82.png,https://images.pokemontcg.io/gym2/82_hires.png
Koga's Weezing,Pokémon,Grass,70,Psychic ×2,,Spontaneous Explosion,10+,"Grass, Grass","Flip a coin. If heads, this attack does 10 damage plus 30 more damage and Koga's Weezing does 30 damage to itself; if tails, this attack does 10 damage.",Toxic Cloud,20,"Grass, Grass, Colorless","Flip a coin. If heads, the Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned).",https://images.pokemontcg.io/gym2/50.png,https://images.pokemontcg.io/gym2/50_hires.png
Koga's Zubat,Pokémon,Grass,40,Psychic ×2,Fighting -30,Group Attack,10×,"Grass, Colorless","Does 10 damage times the number of Koga's Zubats you have in play. Before doing damage, you may search your deck for any number of Basic Pokémon named Koga's Zubat and put them onto your Bench. (You can't get more cards with this attack than you have room on your Bench.) If you do, shuffle your deck afterward.",,,,,https://images.pokemontcg.io/gym2/83.png,https://images.pokemontcg.io/gym2/83_hires.png
Krabby,Pokémon,Water,50,Lightning ×2,,Call for Family,,Water,Search your deck for a Basic Pokémon named Krabby and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench if full.),Irongrip,20,"Water, Colorless",,https://images.pokemontcg.io/base3/51.png,https://images.pokemontcg.io/base3/51_hires.png
Lapras,Pokémon,Water,80,Lightning ×2,,Water Gun,10+,Water,Does 10 damage plus 10 more damage for each Water Energy attached to Lapras but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.,Confuse Ray,10,"Water, Water","Flip a coin. If heads, the Defending Pokémon is now Confused.",https://images.pokemontcg.io/base3/10.png,https://images.pokemontcg.io/base3/10_hires.png
Lickitung,Pokémon,Colorless,90,Fighting ×2,Psychic -30,Tongue Wrap,10,Colorless,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",Supersonic,,"Colorless, Colorless","Flip a coin. If heads, the Defending Pokémon is now Confused.",https://images.pokemontcg.io/base2/38.png,https://images.pokemontcg.io/base2/38_hires.png
Lt. Surge's Eevee,Pokémon,Colorless,40,Fighting ×2,Psychic -30,Surprise,,Colorless,Look at a random card from your opponent's hand. Your opponent shuffles that card into his or her deck.,Scratch,20,"Colorless, Colorless",,https://images.pokemontcg.io/gym2/51.png,https://images.pokemontcg.io/gym2/51_hires.png
Lt. Surge's Electabuzz,Pokémon,Lightning,70,Fighting ×2,,Charge,,Lightning,Take up to 2 Lightning Energy cards from your discard pile and attach them to Lt. Surge's Electabuzz.,Discharge,30×,Lightning,Discard all Lightning Energy cards attached to Lt. Surge's Electabuzz in order to use this attack. Flip a number of coins equal to the number of Lightning Energy cards you discarded. This attack does 30 damage times the number of heads.,https://images.pokemontcg.io/gym1/6.png,https://images.pokemontcg.io/gym1/6_hires.png
Lt. Surge's Electrode,Pokémon,Lightning,70,Fighting ×2,,Power Ball,30+,"Lightning, Lightning, Colorless",Flip 3 coins. This attack does 30 damage plus 10 more damage for each heads.,,,,,https://images.pokemontcg.io/gym2/52.png,https://images.pokemontcg.io/gym2/52_hires.png
Lt. Surge's Fearow,Pokémon,Colorless,70,Lightning ×2,Fighting -30,Repeating Drill,10×,"Colorless, Colorless",Flip 5 coins. This attack does 10 damage times the number of heads.,Clutch,30,"Colorless, Colorless, Colorless",The Defending Pokémon can't retreat during your opponent's next turn.,https://images.pokemontcg.io/gym1/7.png,https://images.pokemontcg.io/gym1/7_hires.png
Lt. Surge's Jolteon,Pokémon,Lightning,70,Fighting ×2,,High Voltage,20,"Lightning, Colorless","Flip a coin. If heads, your opponent can't play Trainer cards during his or her next turn.",Thunder Flare,30+,"Lightning, Lightning, Lightning","Does 30 damage plus 10 damage times the number of damage counters on Lt. Surge's Jolteon, then flip a coin. If tails, Lt. Surge's Jolteon does 30 damage to itself.",https://images.pokemontcg.io/gym2/28.png,https://images.pokemontcg.io/gym2/28_hires.png
Lt. Surge's Magnemite,Pokémon,Lightning,30,Fighting ×2,,Removal Pulse,10,Lightning,"If the Defending Pokémon has any Energy cards attached to it, flip a coin. If heads, choose 1 of those Energy cards and discard it.",Confusion Pulse,20,"Lightning, Lightning","Flip a coin. If heads, the Defending Pokémon is now Confused.",https://images.pokemontcg.io/gym1/50.png,https://images.pokemontcg.io/gym1/50_hires.png
Lt. Surge's Magneton,Pokémon,Lightning,70,Fighting ×2,,Mega Shock,50,"Lightning, Lightning, Lightning, Colorless","Flip a coin. If tails, Lt. Surge's Magneton does 20 damage to itself.",,,,,https://images.pokemontcg.io/gym1/8.png,https://images.pokemontcg.io/gym1/8_hires.png
Lt. Surge's Pikachu,Pokémon,Lightning,50,Fighting ×2,,Charge,,Colorless,Take 1 Lightning Energy card from your discard pile and attach it to Lt. Surge's Pikachu.,Lightning Tail,20,"Lightning, Lightning","Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",https://images.pokemontcg.io/gym1/81.png,https://images.pokemontcg.io/gym1/81_hires.png
Lt. Surge's Raichu,Pokémon,Lightning,70,Fighting ×2,,Mega Punch,30,"Lightning, Lightning",,Thunderbolt,100,"Lightning, Lightning, Lightning, Lightning",Discard all Energy cards attached to Lt. Surge's Raichu in order to use this attack.,https://images.pokemontcg.io/gym1/28.png,https://images.pokemontcg.io/gym1/28_hires.png
Lt. Surge's Raticate,Pokémon,Colorless,70,Fighting ×2,Psychic -30,Super Fang,,Colorless,Does damage to the Defending Pokémon equal to half the Defending Pokémon's remaining HP (rounded up to the nearest 10).,,,,,https://images.pokemontcg.io/gym1/51.png,https://images.pokemontcg.io/gym1/51_hires.png
Lt. Surge's Rattata,Pokémon,Colorless,40,Fighting ×2,Psychic -30,Focus Energy,,Colorless,"During your next turn, Lt. Surge's Rattata's Gnaw attack's base damage is doubled.",Gnaw,20,"Colorless, Colorless",,https://images.pokemontcg.io/gym1/82.png,https://images.pokemontcg.io/gym1/82_hires.png
